Title,Link,Author Keywords,Index Keywords
"Using sustainability cost curves to evaluate urban infrastructure in Canada","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073559662&partnerID=40&md5=b6e4c030e521273bc2db36c547007aea",,"Costs; Gas emissions; Greenhouse gases; Investments; Planning; Safety factor; Sustainable development; Factor of safety; National governments; New approaches; Policy options; Sustainability assessment; Transportation projects; Urban infrastructure; Urban resilience; Cost benefit analysis"
"Communication as a Tool for Expanding Social Participation: The Case of the Rio Operations Center","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071728903&doi=10.1007%2f978-3-319-69474-0_30&partnerID=40&md5=2798ff235a35c11e3937c74d3d40d87b","Information and Communications Technology; Rio de Janeiro Operations Center (COR); Smart city; Social participation; Urban municipal management",
"Accounting for the ecosystem services generated by Nature-based Solutions to measure urban resilience. A methodological proposal","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071470255&doi=10.3280%2fEFE2018-002003&partnerID=40&md5=832316aecd1a4f0e8d7fbe16ca227bc3","Ecosystem accounting; Ecosystem services; Nature based solutions; Urban resilience",
"The challenges of degrowth in cities","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070392412&partnerID=40&md5=f2fe2add1895e247f42476b731b75e35","Degrowth; Shrinking cities; Utility network",
"A comprehensive strategy of resilience: Veolia and swiss re partnership in new orleans","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070377464&partnerID=40&md5=45572b8eca6e564da0bbaaf36e185d20","Partnership; Performance; Reinsurance; Vulnerability and risk assessment; Water infrastructure",
"Empowering “small flows” in the urban fabric: Experiences from Japan","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070370512&partnerID=40&md5=dab1685a89af651827fa11051b9fe636","Architecture; Flows; Urban fabric",
"Urban resilience: Introducing this issue and summarizing the discussions","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070352611&partnerID=40&md5=529a7d538c7633e6b1318f4699a57824","Definition; Legitimacy; Megacities; Risks and opportunities",
"Bankable and investment-ready underground space developments","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064249537&partnerID=40&md5=100b369e24029ee004a2846ccb4becba","Climate mitigation; Economics; Financing; Investment; Planning; Policy; Underground spaces; Urban resilience","Decision making; Economics; Planning; Public policy; Climate mitigations; Decision makers; Financing; General publics; Underground space; Urban resilience; Urban underground spaces; Value creation and value captures; Investments"
"Climate adapted people shelters: A transdisciplinary reimagining of public infrastructure through open, design-led innovation","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063467834&doi=10.1007%2f978-3-319-93743-4_17&partnerID=40&md5=299d2e5e8fa9119eb553eb12f9bd3341","Adaptation; Climate change; Design thinking; Open innovation; Public infrastructure",
"A coordination lattice model for building urban resilience","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060731400&partnerID=40&md5=3212fe1962d46a7dd9300dfd8a9b64c0","Data-Information-Knowledge-Action-Result; Foresight; Planning; Resilient communities; Social learning","Information systems; Information use; Iterative methods; Planning; Complementary methods; Coordinated actions; Coordination lattice; Data informations; Foresight; Inter-organizational learning; Social learning; Urban sustainability; Information management"
"A future-oriented agent-based simulation to improve urban critical infrastructure resilience","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060685155&doi=10.1007%2f978-3-319-68606-6_16&partnerID=40&md5=a945bcb32dc34a3a7c614170fdb75f11","Agent-based simulation; Critical infrastructure protection; Decision support; Protection target levels; Urban resilience",
"Deconstructing urban resilience [Deconstruyendo la resiliencia urbana]","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056694454&doi=10.14198%2fOBETS2018.13.1.09&partnerID=40&md5=03228e6784a08d791b85ec5e3338aaa5",,
"Nurturing Virtual Collaborative Networks into Urban Resilience for Seismic Hazards Mitigation","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053781305&doi=10.1007%2f978-3-319-99127-6_12&partnerID=40&md5=b888916bdbc5ada15d4371688549efd1","Built environment; Collaborative networks; Resilience","Disasters; Earthquakes; Virtual corporation; 2008 wenchuan earthquakes; Built environment; Collaborative network; Holistic analysis; Multi-dimensional parameters; Organizational system; Resilience; Structural typologies; Cognitive systems"
"19th IFIP WG 5.5 Working Conference on Virtual Enterprises, PRO-VE 2018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053768901&partnerID=40&md5=684428984822ae081123b3e03935d3ba",,
"ICCREM 2018: Analysis of Real Estate and the Construction Industry - Proceedings of the International Conference on Construction and Real Estate Management 2018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052239638&partnerID=40&md5=ab809ada7c125b81409d24bd2674322b",,
"Designing resilience: A contribution to the City Resilience Framework [Progettare la resilienza: un contributo al City Resilience Framework]","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051748119&doi=10.13128%2fTechne-22121&partnerID=40&md5=e558574cc4b4874c7d1a0cfcbad6db1b","Adaptive design methodology; Class needs; Minimum living standards; Requisites; Resilience",
"Buildings as an urban risk factor [Il costruito come fattore di rischio urbano]","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051740091&doi=10.13128%2fTechne-22110&partnerID=40&md5=5260b3898895e2640204586db434dac9","Building vulnerability; Pozzuoli; Resilience; Strategic planning; Urban risk",
"Complex sports infrastructure and urban resilience: Technologies and paradigms [Infrastrutture sportive complesse e resilienza urbana: tecnologie e paradigmi]","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051735574&doi=10.13128%2fTechne-22124&partnerID=40&md5=5f5329e552f3863438eab15581bfea03","Landscape; Multi-scalarity; Sports infrastructure; Technological innovation; Urban resilience",
"Conservation issues in Fener - Balat region in the context of resilience [Problematiche di conservazione nell'area di Fener - Balat, nel contesto della resilienza]","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051705574&doi=10.13128%2fTechne-22125&partnerID=40&md5=473aac05c03e54108b70fcfb6d66fd5b","Conservation; Fener - Balat; Monitoring; Sustainability; Urban resilience",
"A Conceptual Model for Urban Interdependent Technical and Social Infrastructure Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048944222&doi=10.1061%2f9780784481295.072&partnerID=40&md5=30057f727cf4930cb72190aa73c023e3",,"Bayesian networks; Office buildings; Risk management; Bayesian network structure; Dependency relationship; Emergency management systems; Hierarchy structure; Infrastructure interdependencies; Infrastructure systems; Social infrastructure; Technical infrastructure; Learning systems"
"Workshop on Tools and Indicators for Assessing Urban Resilience, 2015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043342881&partnerID=40&md5=9fd15a5e6f6c8d9d1c62a7b2132166ec",,
"Barcelona Experience in Resilience: An Integrated Governance Model for Operationalizing Urban Resilience","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043309176&doi=10.1007%2f978-3-319-75798-8_6&partnerID=40&md5=84cd07be52ae36e935e495087bd41934","Barcelona; Barcelona partnership for urban resilience; City resilience; Resilience governance; Resilience management; Urban resilience","Energy management; Energy resources; Barcelona; City resilience; Critical reflections; Governance models; International networks; Resilience governance; Resilience model; Urban resilience; Climate change"
"Resilient urban planning process in question: Istanbul case","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042209053&doi=10.1108%2fIJDRBE-10-2016-0038&partnerID=40&md5=d8909b29e7a98b6cb0ed5e6c527bad1b","Five steps approach; Istanbul; Resilience; Resilient urban planning process; Urban planning paradigms; Urban resilience; Vulnerabilities","methodology; model; paradigm shift; planning process; theoretical study; urban planning; urban policy; vulnerability; Istanbul [Turkey]; Turkey"
"Global responses to local conditions: Sustainability and resilience are nowhere the same","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040110643&doi=10.1002%2fad.2256&partnerID=40&md5=c55380ca02e118a8c9182a95ca132af0","Amazon basin; Atlantic; Bjarke ingels group (BIG); Brazil; Catskill; Croton; DRAW brooklyn; FIFA world cup; Governor of new york; Gulf coast; Henk ovink; Hidroanel; Hurricane sandy; Integrated flood protection system; Jason beury; Kate orff; Living breakwaters; Marina barrage; New jersey; New Orleans; New York; New york harbor; Olympics; Port authority; Rebuild by design; Red hook island; Saudi Arabia; SCAPE landscape architecture; Singapore; Staten island; São Paulo; The big U; The Pinnacle@ duxton; University of São Paulo; Urban redevelopment agency; US department of housing and urban development; Van brunt street; Wall street",
"The concept of urban resilience and its relation to resilience in mental health: Prospects for research in schizophrenia","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052683510&doi=10.22365%2fjpsych.2017.284.342&partnerID=40&md5=770c9f1fa25b2ec370db8b3e1423b3a5",,"city; human; mental health; psychological resilience; psychology; research; schizophrenia; urban population; Cities; Humans; Mental Health; Research; Resilience, Psychological; Schizophrenia; Schizophrenic Psychology; Urban Population"
"Urban resilience to floods and sea storms [Resiliencia urbana ante inundaciones y temporales marítimos]","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038576949&partnerID=40&md5=3dfec29e279c4a0dcef6cd4ed2ec9eb2","Flood risk; Management Plan; Regional planning; Sea storms; Urban resilience","Disasters; Global warming; Losses; Planning; Regional planning; Risk assessment; Storms; Direct economic loss; Flood risks; Gross domestic products; Management plans; Meteorological condition; Sea storm; Urban resilience; Warming process; Floods"
"Questioning urban resilience and social transition:Considering garrisons,'The ghetto' and downtown kingston,Jamaica","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063690874&partnerID=40&md5=d8c1e07121705966e19d8c19d7a1bc50","Development; Jamaica; Resilience; Sustainable; Urban","ethnography; neighborhood; sustainable development; urban area; urban development; urban policy; urban society; Jamaica; Kingston [Jamaica]"
"Urban resilience and resistance in the neoliberal city: The cases of comunidade Coliseu (Brazil-São Paulo) and Es.Col.A da Fontinha (Portugal-Porto)","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037368871&doi=10.1057%2f978-1-137-58632-2_11&partnerID=40&md5=e6d7f1a63c21132ba01d559a6ffb0b68",,
"Operationalising resilience within planning practice: Towards an online decision support model","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044783087&doi=10.4018%2fIJEPR.2017070103&partnerID=40&md5=d2269deeaa297de02cb182cedba0e750","Cities critical; E-planning; Infrastructure; Urban planning; Urban resilience","border region; conceptual framework; decision support system; development project; infrastructure planning; numerical model; planning practice; urban development; urban planning"
"An energy-resilient city, an appraisal matrix for the built environment","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047925936&doi=10.2495%2fSDP170581&partnerID=40&md5=a035bc7571e482b113b883cd26006aff","Built environment; City system; Principles; Resilience; Urban energy; Vulnerability",
"Remote power units for off-grid lighting and urban resilience","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019366276&doi=10.1016%2fj.tej.2017.03.012&partnerID=40&md5=b3a4738b3ca3673f523fe84187207dff","Nanogrid; Off-grid power supply; Resilience; Streetlight",
"Erratum: Correction for Eakin et al., Opinion: Urban resilience efforts must consider social and political forces (Proceedings of the National Academy of Sciences of the United States of America (2017) 114 2 (186-189))","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076280705&doi=10.1073%2fpnas.1701666114&partnerID=40&md5=27337cc9d7aa6624af3818982ad699cc",,"erratum"
"“Urban resilience” for mega earthquake disasters part 2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85012154136&doi=10.20965%2fjdr.2017.p0005&partnerID=40&md5=10f5d7d2f45b1f491c9d9eb835e3dd49",,
"Transforming vulnerability: shelter, adaptation, and climate thresholds","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945242073&doi=10.1080%2f17565529.2015.1067592&partnerID=40&md5=4cf9b8aa63d2dff8628e68ed634e5894","autonomous adaptation; climate change; disaster; economics; heat index; shelter; temperature","adaptive management; building; climate change; cost analysis; development strategy; disaster management; economics; extreme event; flooding; heat budget; housing; storm; temperature; vulnerability; Gorakhpur; India; Pakistan; Uttar Pradesh; Viet Nam"
"Gardens and the Anthropocene","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101405560&doi=10.1007%2f978-3-319-71166-9_1&partnerID=40&md5=ce60842c2d34050f8fc717e679d9c15c","Agency loss; Anthropocene; Built environments; Climate change; Environmental philosophy; Gardens; Operative democracy; Responsibility dissolution; Stewardship; Urban gardening; Urban resilience; Virtues",
"Gardens and Cities","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101401526&doi=10.1007%2f978-3-319-71166-9_2&partnerID=40&md5=8400573cbef238803acafb385eeb2189","Anthropocene; Cities; Climate change; Food; Gardens; Green infrastructure; Urban gardening; Urban resilience",
